Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable
Hillary Clinton,1,17.499583333333334,25,36,Simplicity,11,0.16,-625.9693857056913,1,0.1264
Hillary Clinton,2,17.759999999999998,25,36,Simplicity,12,0.16,-625.1656887836516,1,0.12320000000000005
Hillary Clinton,3,10.16,25,36,Simplicity,8,0.16,-611.7802295434099,1,0.21279999999999996
Hillary Clinton,4,11.559999999999999,25,36,Simplicity,9,0.16,-612.1165852485295,1,0.20639999999999997
Hillary Clinton,5,7.16,25,36,Simplicity,7,0.16,-614.2299697258946,1,0.22239999999999993
Hillary Clinton,6,9.16,25,36,Simplicity,7,0.16,-612.3801600212812,1,0.2896
Hillary Clinton,7,3.0,25,36,Simplicity,3,0.16,-603.3198427915921,1,0.6095999999999999
Hillary Clinton,8,3.48,25,36,Simplicity,3,0.16,-590.1181551332099,1,0.7824
Hillary Clinton,9,3.48,25,36,Simplicity,3,0.16,-590.457150607328,1,0.7824
Donald Trump,1,23.796666666666667,25,36,Simplicity,10,0.16,-638.7843846240131,1,0.17119999999999994
Donald Trump,2,15.7975,25,36,Simplicity,11,0.16,-644.3806556338565,1,0.14559999999999995
Donald Trump,3,11.84,25,36,Simplicity,8,0.16,-626.5155768144098,1,0.31520000000000004
Donald Trump,4,7.88,25,36,Simplicity,5,0.16,-602.2036327132515,1,0.5968000000000001
Donald Trump,5,6.88,25,36,Simplicity,4,0.16,-586.3025885090024,1,0.7792000000000001
Donald Trump,6,3.96,25,36,Simplicity,3,0.16,-585.0662906679393,1,0.8496000000000001
Donald Trump,7,6.88,25,36,Simplicity,4,0.16,-592.5978280366307,1,0.7792000000000001
Donald Trump,8,3.96,25,36,Simplicity,3,0.16,-585.0662906679393,1,0.8496000000000001
Donald Trump,9,3.96,25,36,Simplicity,3,0.16,-585.0662906679393,1,0.8496000000000001
Joe Biden,1,3.96,25,36,Simplicity,3,0.16,-553.5667347132987,1,0.8496000000000001
Joe Biden,2,3.96,25,36,Simplicity,3,0.16,-555.7751802662268,1,0.8496000000000001
Joe Biden,3,3.96,25,36,Simplicity,3,0.16,-553.5667347132987,1,0.8496000000000001
Joe Biden,4,3.96,25,36,Simplicity,3,0.16,-553.5667347132987,1,0.8496000000000001
Joe Biden,5,2.0,25,36,Simplicity,2,0.16,-553.6616689754558,1,0.9232
Joe Biden,6,2.0,25,36,Simplicity,2,0.16,-553.6616689754558,1,0.9232
Joe Biden,7,2.0,25,36,Simplicity,2,0.16,-555.43324049183,1,0.9232
Joe Biden,8,2.0,25,36,Simplicity,2,0.16,-555.0560747039533,1,0.8528
Joe Biden,9,3.96,25,36,Simplicity,3,0.16,-553.5667347132987,1,0.8496000000000001
Elizabeth Warren,1,11.32,25,36,Simplicity,7,0.16,-622.1535264259521,1,0.25759999999999994
Elizabeth Warren,2,4.0,25,36,Simplicity,4,0.16,-608.3826106558784,1,0.31200000000000006
Elizabeth Warren,3,5.0,25,36,Simplicity,5,0.16,-600.665424029064,1,0.34080000000000005
Elizabeth Warren,4,4.48,25,36,Simplicity,4,0.16,-597.3726675775277,1,0.5519999999999999
Elizabeth Warren,5,4.96,25,36,Simplicity,4,0.16,-582.2478097047824,1,0.6576000000000002
Elizabeth Warren,6,3.96,25,36,Simplicity,3,0.16,-577.4639208532561,1,0.8496000000000001
Elizabeth Warren,7,3.96,25,36,Simplicity,3,0.16,-568.0994341999311,1,0.8496000000000001
Elizabeth Warren,8,1.0,25,36,Simplicity,1,0.16,-565.0948754628191,1,1.0
Elizabeth Warren,9,1.0,25,36,Simplicity,1,0.16,-565.0948754628191,1,1.0
Ronald Reagan,1,35.519999999999996,25,36,Simplicity,12,0.16,-622.3742737259729,1,0.13919999999999993
Ronald Reagan,2,27.28,25,36,Simplicity,10,0.16,-615.1274758862961,1,0.19679999999999995
Ronald Reagan,3,26.28,25,36,Simplicity,9,0.16,-610.1168900701667,1,0.28639999999999993
Ronald Reagan,4,4.96,25,36,Simplicity,4,0.16,-590.9065690135147,1,0.5232000000000002
Ronald Reagan,5,2.0,25,36,Simplicity,2,0.16,-584.5883457720096,1,0.7888
Ronald Reagan,6,3.48,25,36,Simplicity,3,0.16,-576.4431459039344,1,0.7824
Ronald Reagan,7,2.0,25,36,Simplicity,2,0.16,-562.46662615413,1,0.9232
Ronald Reagan,8,3.96,25,36,Simplicity,3,0.16,-566.6601699169227,1,0.8496000000000001
Ronald Reagan,9,3.96,25,36,Simplicity,3,0.16,-563.334104587926,1,0.8496000000000001
Bernie Sanders,1,20.0,25,36,Simplicity,8,0.16,-615.5791982352781,1,0.3536
Bernie Sanders,2,5.96,25,36,Simplicity,5,0.16,-607.1761417309451,1,0.4144
Bernie Sanders,3,9.32,25,36,Simplicity,5,0.16,-586.6835299730802,1,0.6512000000000002
Bernie Sanders,4,3.96,25,36,Simplicity,3,0.16,-573.2104426221842,1,0.8496000000000001
Bernie Sanders,5,3.48,25,36,Simplicity,3,0.16,-579.1473846282211,1,0.7824
Bernie Sanders,6,2.0,25,36,Simplicity,2,0.16,-570.1486614255391,1,0.9232
Bernie Sanders,7,3.96,25,36,Simplicity,3,0.16,-576.2377869649225,1,0.8496000000000001
Bernie Sanders,8,2.0,25,36,Simplicity,2,0.16,-570.1486614255391,1,0.9232
Bernie Sanders,9,2.0,25,36,Simplicity,2,0.16,-570.1486614255391,1,0.9232
George W. Bush,1,17.094791666666666,25,36,Simplicity,9,0.16,-629.2923437892439,1,0.18079999999999996
George W. Bush,2,10.16,25,36,Simplicity,8,0.16,-624.127356530267,1,0.2768
George W. Bush,3,10.32,25,36,Simplicity,6,0.16,-603.9580217780185,1,0.4880000000000001
George W. Bush,4,4.48,25,36,Simplicity,4,0.16,-599.9984514726935,1,0.6
George W. Bush,5,3.0,25,36,Simplicity,3,0.16,-600.59778430075,1,0.6608
George W. Bush,6,5.92,25,36,Simplicity,4,0.16,-599.4406193270819,1,0.7152
George W. Bush,7,3.48,25,36,Simplicity,3,0.16,-591.2659059350996,1,0.7824
George W. Bush,8,3.96,25,36,Simplicity,3,0.16,-592.9130470960249,1,0.8496000000000001
George W. Bush,9,2.0,25,36,Simplicity,2,0.16,-588.7749333589519,1,0.9232
Barack Obama,1,14.64,25,36,Simplicity,8,0.16,-627.716932041455,1,0.20639999999999997
Barack Obama,2,7.4,25,36,Simplicity,6,0.16,-618.0729556091502,1,0.2768
Barack Obama,3,11.76,25,36,Simplicity,6,0.16,-602.6750425848944,1,0.5392000000000001
Barack Obama,4,2.0,25,36,Simplicity,2,0.16,-566.2653235751656,1,0.9232
Barack Obama,5,2.0,25,36,Simplicity,2,0.16,-570.8057625917554,1,0.9232
Barack Obama,6,2.0,25,36,Simplicity,2,0.16,-566.2653235751656,1,0.9232
Barack Obama,7,1.0,25,36,Simplicity,1,0.16,-566.7454627424065,1,1.0
Barack Obama,8,1.0,25,36,Simplicity,1,0.16,-566.7454627424065,1,1.0
Barack Obama,9,2.0,25,36,Simplicity,2,0.16,-566.2653235751656,1,0.9232
Abraham Lincoln,1,6.48,25,36,Simplicity,6,0.16,-555.663257131578,1,0.2224
Abraham Lincoln,2,4.0,25,36,Simplicity,4,0.16,-549.549827996095,1,0.2864
Abraham Lincoln,3,3.0,25,36,Simplicity,3,0.16,-536.303769406341,1,0.41120000000000007
Abraham Lincoln,4,3.0,25,36,Simplicity,3,0.16,-534.0891939635673,1,0.4752
Abraham Lincoln,5,3.0,25,36,Simplicity,3,0.16,-524.4692106993648,1,0.7215999999999999
Abraham Lincoln,6,1.0,25,36,Simplicity,1,0.16,-507.021550843885,1,1.0
Abraham Lincoln,7,1.0,25,36,Simplicity,1,0.16,-507.021550843885,1,1.0
Abraham Lincoln,8,1.0,25,36,Simplicity,1,0.16,-507.021550843885,1,1.0
Abraham Lincoln,9,3.48,25,36,Simplicity,3,0.16,-517.1089425691694,1,0.7824
Richard Nixon,1,12.84,25,36,Simplicity,9,0.16,-622.9109829826253,1,0.19359999999999997
Richard Nixon,2,6.16,25,36,Simplicity,6,0.16,-605.6705732294805,1,0.33120000000000005
Richard Nixon,3,5.16,25,36,Simplicity,5,0.16,-598.6199957131729,1,0.5391999999999999
Richard Nixon,4,4.24,25,36,Simplicity,4,0.16,-588.4216509750497,1,0.6544000000000001
